current_stage,stage_index,state,paf_count,area,open_litigations,resolved_litigations,compensation_pct,rehabilitation_progress_pct,days_in_current_stage,prior_stage_avg_days,stage_overrun_ratio,observed_elapsed_days,delay_label,delay_days,remaining_delay_days,started_day
3G,3,Rajasthan,160,41.3,2,0,44.7,31.1,123,82.3,1.367,370,1,362,352,1333
3E,5,Tamil Nadu,689,405.5,0,1,66.8,40.4,205,28.9,4.556,350,0,139,254,1332
3D,2,Gujarat,331,159.0,0,0,56.3,53.8,17,37.4,0.142,92,0,16,194,1332
3E,5,Karnataka,246,79.9,0,0,50.5,60.8,32,46.1,0.711,262,0,73,276,1332
3A,0,Tamil Nadu,240,89.6,1,0,14.6,15.0,3,26.1,0.05,29,1,121,152,1331
3D,2,Andhra Pradesh,530,238.3,2,0,58.6,41.3,51,116.2,0.425,283,1,336,322,1331
3E,5,Maharashtra,30,18.6,0,1,36.4,32.7,79,30.6,1.756,232,0,190,423,1331
3G,3,Gujarat,97,60.1,1,0,86.6,69.0,111,85.3,1.233,367,0,77,70,1331
3D,2,Madhya Pradesh,35,16.4,0,0,72.7,55.9,101,25.9,0.842,153,0,0,103,1331
3G,3,Karnataka,460,145.2,2,0,70.1,46.9,255,60.8,2.833,437,1,498,421,1330
3D,2,Maharashtra,209,70.2,1,0,54.0,43.3,135,10.2,1.125,155,0,49,164,1329
3G,3,Gujarat,247,73.0,0,4,40.9,47.4,154,71.1,1.711,367,1,723,715,1329
3D,2,Gujarat,377,204.8,0,0,34.4,25.5,78,22.8,0.65,124,0,126,272,1328
3C,1,Madhya Pradesh,79,18.1,2,0,61.6,54.7,6,107.0,0.067,113,0,55,92,1328
3C,1,Maharashtra,50,3.7,1,0,28.5,23.3,33,41.3,0.367,74,1,123,199,1328
3A,0,Tamil Nadu,55,23.7,1,1,70.6,37.1,44,22.2,0.733,66,1,50,44,1327
3C,1,Tamil Nadu,411,100.0,0,0,57.9,54.8,46,83.5,0.511,130,0,43,63,1327
3C,1,Rajasthan,1217,391.7,1,0,26.1,51.1,13,44.8,0.144,58,1,98,191,1327
3C,1,Andhra Pradesh,57,30.5,1,0,59.8,45.8,41,64.5,0.456,106,0,37,82,1327
3C,1,Karnataka,10,3.0,3,0,62.5,74.3,130,54.0,1.444,184,1,79,45,1327
3G,3,Uttar Pradesh,169,88.4,1,1,65.3,28.5,201,20.3,2.233,262,0,179,277,1326
3H,4,Gujarat,105,46.2,1,1,34.4,49.9,159,38.1,2.65,312,1,397,505,1326
3H,4,Rajasthan,83,50.6,0,0,25.1,49.2,174,17.0,2.9,242,1,288,466,1326
3A,0,Tamil Nadu,612,610.1,0,1,73.8,66.0,7,40.7,0.117,48,0,11,24,1326
3A,0,Andhra Pradesh,108,51.0,2,1,62.2,77.8,60,4.5,1.0,64,1,35,31,1325
3C,1,Gujarat,128,32.6,0,0,61.9,43.0,105,35.8,1.167,141,0,52,62,1324
3H,4,Madhya Pradesh,55,17.7,1,0,73.1,47.1,167,41.4,2.783,333,0,13,101,1324
3C,1,Tamil Nadu,622,343.6,0,3,85.5,68.5,32,108.2,0.356,140,0,13,23,1323
3G,3,Andhra Pradesh,112,53.0,4,2,32.8,46.8,138,68.9,1.533,345,1,595,610,1323
3D,2,Madhya Pradesh,111,52.1,0,0,49.5,38.8,80,51.7,0.667,183,1,207,294,1323
3C,1,Karnataka,67,36.6,0,0,71.2,57.7,63,27.9,0.7,91,0,4,63,1321
3H,4,Rajasthan,57,18.6,0,0,88.1,59.0,85,59.7,1.417,324,0,12,108,1321
3D,2,Tamil Nadu,261,74.3,0,1,61.6,37.7,46,38.0,0.383,122,0,47,195,1320
3A,0,Andhra Pradesh,844,644.5,1,0,58.3,43.5,24,33.8,0.4,58,1,35,37,1320
3C,1,Karnataka,56,5.4,1,0,29.8,38.1,48,29.5,0.533,77,1,139,211,1320
3C,1,Maharashtra,187,120.3,0,1,25.5,21.9,40,25.5,0.444,66,1,165,250,1320
3D,2,Uttar Pradesh,150,112.5,2,1,50.7,64.8,70,84.1,0.583,238,0,66,98,1319
3E,5,Maharashtra,57,35.6,2,0,39.5,66.3,148,77.5,3.289,535,1,694,624,1318
3D,2,Madhya Pradesh,110,52.0,0,0,51.1,30.3,65,33.2,0.542,131,0,48,187,1317
3D,2,Uttar Pradesh,200,63.7,0,0,61.0,68.9,138,74.0,1.15,286,1,146,130,1317
3G,3,Maharashtra,65,35.2,0,0,86.1,89.8,85,86.9,0.944,346,0,30,44,1317
3D,2,Uttar Pradesh,111,34.9,0,0,80.8,72.7,15,96.4,0.125,208,0,10,73,1317
3C,1,Tamil Nadu,125,9.5,0,0,48.1,29.5,19,25.0,0.211,44,0,3,109,1317
3D,2,Karnataka,127,92.2,0,0,57.3,39.8,79,24.8,0.658,129,0,9,150,1316
3H,4,Uttar Pradesh,340,122.2,2,0,79.3,50.7,234,44.5,3.9,412,1,223,231,1316
3A,0,Karnataka,185,62.5,1,0,46.7,34.6,17,13.7,0.283,31,0,18,48,1315
3G,3,Maharashtra,169,78.8,0,0,76.8,54.8,115,51.5,1.278,270,0,0,77,1315
3E,5,Karnataka,179,39.5,2,0,40.1,46.2,322,11.8,7.156,381,1,545,630,1315
3G,3,Madhya Pradesh,113,110.1,3,1,50.2,37.7,178,40.0,1.978,298,1,276,338,1314
3H,4,Maharashtra,127,67.6,1,2,58.3,42.1,281,21.4,4.683,366,0,141,194,1314
3E,5,Karnataka,175,72.1,0,0,59.5,39.9,72,18.3,1.6,163,0,20,322,1313
3C,1,Rajasthan,95,62.9,0,2,38.8,28.3,58,26.0,0.644,84,1,185,251,1310
3A,0,Gujarat,84,9.4,2,2,64.4,52.1,14,58.1,0.233,72,1,35,23,1309
3D,2,Tamil Nadu,231,60.8,0,0,64.5,68.0,78,49.5,0.65,177,0,0,91,1309
3E,5,Gujarat,114,67.4,0,0,36.3,53.5,261,16.7,5.8,345,1,325,445,1309
3G,3,Rajasthan,127,75.0,1,0,87.6,72.0,141,69.6,1.567,350,0,50,61,1308
3G,3,Uttar Pradesh,119,29.6,0,0,40.6,29.9,160,24.1,1.778,232,1,406,534,1307
3D,2,Madhya Pradesh,37,3.0,0,3,64.1,56.1,64,74.2,0.533,212,0,45,103,1306
3A,0,Tamil Nadu,30,3.0,0,0,76.9,84.5,31,18.8,0.517,50,0,6,16,1306
3H,4,Karnataka,70,41.4,1,1,22.4,57.0,158,36.7,2.633,305,1,798,913,1305
3C,1,Andhra Pradesh,453,332.0,0,0,55.2,41.3,8,45.5,0.089,54,0,15,112,1305
3G,3,Uttar Pradesh,15,3.2,2,0,55.2,44.1,164,43.4,1.822,294,0,164,230,1304
3C,1,Karnataka,135,54.7,0,0,84.7,72.5,23,75.1,0.256,98,0,0,40,1304
3H,4,Tamil Nadu,89,46.3,2,0,59.1,32.8,64,27.7,1.067,175,0,37,282,1304
3D,2,Maharashtra,92,43.5,0,0,76.9,44.5,11,66.2,0.092,143,0,4,131,1303
3G,3,Andhra Pradesh,41,46.8,0,0,74.8,44.3,138,72.4,1.533,355,0,54,59,1303
3H,4,Tamil Nadu,53,23.5,0,0,69.0,49.8,29,37.0,0.483,177,0,9,252,1302
3D,2,Karnataka,352,196.5,0,0,76.9,85.2,129,32.5,1.075,194,0,0,66,1302
3A,0,Andhra Pradesh,130,51.0,1,0,71.5,66.7,57,14.4,0.95,71,0,28,17,1301
3C,1,Karnataka,85,96.8,0,1,49.5,40.4,6,61.2,0.067,67,0,75,158,1301
3G,3,Maharashtra,167,120.5,1,1,47.3,43.9,80,70.9,0.889,293,1,460,527,1300
3G,3,Maharashtra,277,146.9,1,1,47.5,40.6,123,16.8,1.367,173,0,66,253,1299
3A,0,Gujarat,248,150.2,1,1,68.3,44.8,7,25.8,0.117,33,0,6,33,1299
3G,3,Gujarat,352,168.4,0,0,53.5,33.2,9,30.1,0.1,99,0,20,281,1298
3E,5,Karnataka,50,54.8,0,0,44.0,47.7,182,17.8,4.044,271,1,266,460,1297
3E,5,Uttar Pradesh,90,52.8,2,0,82.7,68.7,194,33.8,4.311,363,0,23,124,1297
3D,2,Rajasthan,137,50.1,1,1,64.8,18.8,121,77.5,1.008,276,1,258,252,1296
3D,2,Andhra Pradesh,129,33.1,1,0,40.6,38.8,103,32.7,0.858,168,0,84,185,1296
3C,1,Andhra Pradesh,128,60.6,0,0,84.9,82.0,48,144.2,0.533,192,0,60,18,1296
3C,1,Uttar Pradesh,186,96.2,1,0,71.8,71.3,56,42.3,0.622,98,0,1,53,1296
3D,2,Uttar Pradesh,457,329.0,0,0,54.0,58.6,54,36.4,0.45,127,0,11,155,1295
3A,0,Madhya Pradesh,360,199.7,0,0,45.3,36.6,1,15.7,0.017,17,0,1,44,1295
3H,4,Gujarat,263,86.5,2,0,50.3,55.0,120,38.6,2.0,274,0,34,180,1295
3H,4,Uttar Pradesh,356,170.1,0,0,58.2,36.4,147,26.3,2.45,252,0,92,260,1294
3D,2,Gujarat,72,7.4,1,1,59.7,56.1,146,8.2,1.217,162,0,33,140,1293
3G,3,Andhra Pradesh,1451,347.1,1,0,48.2,43.7,16,57.5,0.178,188,0,41,213,1293
3G,3,Rajasthan,109,35.1,0,1,60.7,52.5,19,70.7,0.211,231,0,103,232,1293
3A,0,Madhya Pradesh,113,64.9,2,0,48.1,59.1,15,62.6,0.25,78,1,97,79,1293
3A,0,Karnataka,140,53.0,1,1,50.7,38.8,7,15.0,0.117,22,0,16,54,1292
3C,1,Tamil Nadu,113,97.5,1,1,95.3,75.2,63,103.7,0.7,167,0,51,34,1291
3H,4,Uttar Pradesh,128,44.6,1,1,74.6,77.8,192,75.6,3.2,495,0,178,103,1291
3C,1,Madhya Pradesh,249,126.3,1,0,74.4,48.4,97,74.3,1.078,171,1,122,101,1290
3E,5,Uttar Pradesh,168,49.8,1,1,61.7,75.8,188,29.4,4.178,335,0,9,139,1290
3H,4,Karnataka,178,59.9,2,1,32.1,33.5,154,69.8,2.567,433,1,660,646,1289
3D,2,Maharashtra,345,168.9,2,0,77.6,52.3,157,22.7,1.308,202,0,0,66,1289
3A,0,Tamil Nadu,173,87.4,2,1,69.4,46.5,21,46.5,0.35,67,1,44,37,1289
3C,1,Madhya Pradesh,159,46.6,4,3,30.5,29.3,77,46.6,0.856,124,1,417,443,1289
3E,5,Tamil Nadu,110,46.2,1,1,64.4,44.0,246,42.0,5.467,456,1,263,272,1289
3H,4,Maharashtra,40,3.0,3,0,58.1,56.4,278,52.9,4.633,490,1,536,466,1288
3A,0,Uttar Pradesh,26,6.9,2,2,52.3,25.7,28,26.6,0.467,55,1,43,48,1288
3H,4,Madhya Pradesh,343,230.5,0,0,83.4,77.2,97,65.9,1.617,361,0,0,41,1288
3H,4,Rajasthan,177,122.1,0,0,57.5,56.2,155,42.5,2.583,325,0,118,212,1287
3A,0,Tamil Nadu,197,125.6,0,1,41.2,36.3,5,22.3,0.083,27,1,43,76,1286
3H,4,Maharashtra,137,83.1,0,0,54.4,55.6,190,58.2,3.167,423,1,257,254,1286
3G,3,Gujarat,110,20.2,1,1,76.9,37.3,119,71.6,1.322,334,0,75,101,1285
3H,4,Rajasthan,77,19.7,3,0,43.1,59.3,147,95.2,2.45,528,1,575,467,1285
3D,2,Karnataka,389,42.3,0,0,32.4,27.4,10,57.2,0.083,124,0,112,258,1282
3D,2,Karnataka,145,71.5,1,0,54.4,41.1,51,38.1,0.425,127,0,75,218,1282
3H,4,Karnataka,32,19.4,3,0,49.0,59.1,321,62.5,5.35,571,1,486,335,1282
3A,0,Karnataka,111,65.0,0,0,70.1,79.6,37,30.5,0.617,67,0,16,9,1281
3E,5,Andhra Pradesh,66,43.5,2,0,44.7,47.2,362,17.0,8.044,447,1,248,266,1280
3C,1,Uttar Pradesh,79,42.1,0,1,58.4,31.9,9,58.8,0.1,68,0,22,104,1280
3C,1,Uttar Pradesh,113,104.9,0,0,54.9,39.4,51,39.9,0.567,91,1,101,160,1280
3A,0,Rajasthan,93,3.0,0,0,57.7,33.0,15,13.1,0.25,28,0,18,50,1279
3C,1,Maharashtra,107,37.5,4,3,38.1,56.1,128,51.5,1.422,180,1,416,387,1279
3D,2,Rajasthan,144,37.8,1,1,60.4,72.5,109,55.4,0.908,220,0,84,135,1279
3C,1,Madhya Pradesh,89,22.3,0,0,61.6,35.2,44,78.5,0.489,122,1,106,134,1278
3D,2,Gujarat,94,20.0,1,0,63.9,39.2,140,9.9,1.167,160,0,91,201,1277
3C,1,Tamil Nadu,228,63.7,0,0,68.6,49.2,23,37.1,0.256,60,0,4,94,1276
3G,3,Gujarat,1162,161.5,4,0,42.1,44.4,89,90.9,0.989,362,1,300,298,1276
3A,0,Gujarat,61,3.0,0,0,67.8,59.8,12,34.6,0.2,47,0,11,24,1275
3G,3,Madhya Pradesh,107,68.7,0,0,52.4,55.1,20,41.7,0.222,145,0,0,206,1275
3C,1,Gujarat,33,12.6,1,1,72.5,74.7,65,128.7,0.722,194,0,73,29,1274
3D,2,Uttar Pradesh,244,120.1,1,0,51.1,68.5,196,60.3,1.633,317,1,448,401,1274
3G,3,Gujarat,73,24.0,0,0,62.2,47.1,74,31.2,0.822,168,0,5,197,1273
3C,1,Andhra Pradesh,62,34.8,0,0,64.3,31.5,25,31.0,0.278,56,0,0,91,1272
3G,3,Maharashtra,130,101.1,0,0,81.5,73.3,65,84.6,0.722,319,0,11,52,1271
3A,0,Andhra Pradesh,691,213.9,2,2,32.2,23.3,17,16.9,0.283,34,1,112,138,1271
3G,3,Madhya Pradesh,67,11.8,0,2,59.0,37.2,163,16.4,1.811,212,0,122,270,1271
3D,2,Maharashtra,130,50.1,1,0,33.9,47.8,51,29.2,0.425,109,0,60,221,1270
3C,1,Andhra Pradesh,70,29.7,0,0,49.5,52.1,35,18.4,0.389,53,0,24,121,1269
3C,1,Maharashtra,57,13.2,1,0,86.5,54.9,82,83.9,0.911,166,0,39,23,1268
3H,4,Karnataka,895,332.8,0,0,54.9,42.8,75,22.7,1.25,166,0,4,259,1267
3H,4,Madhya Pradesh,489,146.7,0,1,63.6,55.4,57,48.8,0.95,252,0,19,186,1266
3D,2,Karnataka,123,34.7,0,0,64.1,41.6,25,46.5,0.208,118,0,0,150,1266
3E,5,Maharashtra,207,121.4,0,0,62.2,65.0,235,62.9,5.222,549,1,299,215,1265
3H,4,Karnataka,293,143.4,0,0,62.0,50.0,166,23.6,2.767,261,0,108,268,1265
3A,0,Madhya Pradesh,654,226.1,1,0,59.4,54.5,7,29.2,0.117,36,0,1,25,1265
3D,2,Andhra Pradesh,365,191.1,0,0,64.1,34.0,82,36.2,0.683,154,0,75,190,1264
3C,1,Madhya Pradesh,220,108.6,1,0,38.3,46.7,51,30.5,0.567,82,1,196,265,1264
3D,2,Gujarat,83,27.3,6,1,21.8,60.6,222,55.0,1.85,332,1,537,475,1263
3D,2,Madhya Pradesh,28,3.0,1,0,53.6,30.8,41,39.5,0.342,120,0,52,202,1263
3G,3,Maharashtra,313,179.4,0,0,54.7,53.9,100,19.8,1.111,159,0,12,213,1263
3C,1,Maharashtra,59,3.5,0,1,83.2,76.6,69,74.1,0.767,143,0,14,21,1263
3D,2,Karnataka,475,388.3,0,0,62.3,49.8,56,36.7,0.467,129,0,18,158,1263
3C,1,Rajasthan,82,9.4,1,0,66.1,77.3,42,136.4,0.467,178,0,50,21,1263
3H,4,Madhya Pradesh,327,193.3,0,0,65.1,58.0,63,30.1,1.05,184,0,0,216,1263
3A,0,Andhra Pradesh,542,297.8,0,0,59.5,31.3,15,10.7,0.25,26,0,4,38,1262
3A,0,Tamil Nadu,43,29.5,0,0,30.7,30.5,31,5.1,0.517,36,1,53,76,1261
3E,5,Uttar Pradesh,151,30.9,3,2,48.3,61.6,52,82.2,1.156,463,1,366,368,1261
3C,1,Uttar Pradesh,83,49.5,0,0,53.3,46.4,18,27.8,0.2,46,0,8,113,1260
3E,5,Tamil Nadu,139,57.5,3,0,44.7,67.8,387,14.5,8.6,459,1,305,310,1260
3D,2,Andhra Pradesh,338,60.9,2,0,28.9,37.6,49,70.5,0.408,190,1,420,500,1259
3C,1,Madhya Pradesh,24,4.1,0,0,46.1,40.8,53,24.5,0.589,77,0,45,117,1259
3E,5,Madhya Pradesh,91,64.7,2,0,40.1,56.8,128,24.1,2.844,249,0,97,313,1258
3A,0,Karnataka,218,145.3,0,0,55.3,42.2,4,12.7,0.067,17,0,0,43,1258
3D,2,Gujarat,49,43.2,0,0,68.7,48.4,79,21.1,0.658,121,0,5,154,1258
3D,2,Andhra Pradesh,139,57.9,1,0,39.6,35.9,39,36.0,0.325,111,1,336,495,1257
3D,2,Maharashtra,101,22.6,0,0,76.7,66.1,31,75.9,0.258,183,0,11,98,1256
3C,1,Madhya Pradesh,166,117.6,3,2,50.2,45.3,79,110.1,0.878,189,1,211,172,1256
3C,1,Karnataka,137,65.9,1,0,79.5,67.0,31,72.4,0.344,103,0,4,50,1256
3E,5,Madhya Pradesh,76,38.9,1,0,86.7,70.3,248,21.7,5.511,356,0,39,148,1255
3E,5,Karnataka,116,24.1,0,0,64.7,44.7,194,88.2,4.311,635,1,326,156,1254
3C,1,Maharashtra,162,35.4,1,0,47.7,42.4,30,61.9,0.333,92,0,32,90,1253
3G,3,Tamil Nadu,303,116.6,0,1,47.6,40.4,28,30.6,0.311,120,0,42,282,1252
3A,0,Karnataka,382,212.1,1,1,52.2,40.5,22,26.2,0.367,48,1,43,55,1252
3D,2,Gujarat,127,44.5,1,0,40.4,35.9,43,30.2,0.358,103,0,121,288,1251
3C,1,Karnataka,142,35.7,1,0,34.7,50.2,29,84.9,0.322,114,1,228,264,1248
3D,2,Tamil Nadu,39,10.1,0,0,60.3,47.9,82,17.8,0.683,118,0,1,153,1247
3E,5,Gujarat,183,44.6,2,1,33.8,29.7,256,8.8,5.689,300,1,1144,1309,1247
3C,1,Madhya Pradesh,143,14.9,1,1,44.6,45.7,68,72.3,0.756,140,1,177,186,1247
3A,0,Tamil Nadu,139,48.2,1,0,64.0,49.6,18,26.5,0.3,45,0,11,27,1247
3A,0,Tamil Nadu,209,29.5,0,0,60.7,45.3,4,15.8,0.067,20,0,9,50,1246
3C,1,Tamil Nadu,83,12.8,1,0,36.7,39.9,37,72.6,0.411,110,1,76,117,1245
3A,0,Madhya Pradesh,213,163.3,3,1,47.4,35.8,43,24.7,0.717,68,1,106,99,1244
3C,1,Karnataka,249,165.8,0,0,54.4,53.4,19,53.0,0.211,72,0,0,78,1243
3A,0,Madhya Pradesh,107,47.0,1,0,64.5,60.9,29,19.7,0.483,49,0,19,30,1243
3C,1,Andhra Pradesh,94,55.6,1,2,42.2,25.1,35,58.2,0.389,93,1,106,163,1242
3D,2,Uttar Pradesh,232,114.8,1,0,51.6,54.3,96,41.6,0.8,179,0,65,156,1242
3D,2,Rajasthan,46,7.5,0,0,43.9,28.6,28,32.8,0.233,94,0,57,233,1241
3G,3,Andhra Pradesh,69,56.1,1,0,52.1,34.0,48,81.0,0.533,291,1,508,577,1241
3A,0,Rajasthan,89,3.0,4,0,44.3,49.6,9,63.0,0.15,72,1,89,77,1241
3H,4,Uttar Pradesh,31,21.8,6,0,26.7,45.3,251,69.7,4.183,530,1,1131,1021,1241
3D,2,Rajasthan,79,35.2,1,1,56.1,45.2,96,42.5,0.8,181,0,74,162,1240
3A,0,Gujarat,107,58.5,0,1,70.9,67.3,33,28.8,0.55,62,0,12,11,1239
3G,3,Gujarat,267,106.6,2,2,42.1,28.4,55,79.7,0.611,294,1,560,625,1239
3A,0,Karnataka,1158,738.6,0,2,49.0,36.6,5,17.7,0.083,23,0,14,52,1238
3A,0,Gujarat,2111,900.0,2,0,35.4,32.0,15,16.2,0.25,31,0,15,44,1238
3D,2,Karnataka,249,26.7,3,1,48.8,63.2,149,84.7,1.242,318,0,105,57,1237
3C,1,Karnataka,74,54.1,0,0,51.0,27.4,21,24.0,0.233,45,0,29,134,1237
3E,5,Gujarat,56,13.2,0,0,45.2,39.0,76,19.1,1.689,172,0,73,366,1237
3C,1,Gujarat,613,219.9,2,0,54.6,47.9,37,80.4,0.411,117,0,66,99,1237
3A,0,Andhra Pradesh,26,7.1,0,0,52.3,48.4,14,6.3,0.233,20,0,0,35,1237
3D,2,Andhra Pradesh,82,39.8,1,1,41.2,42.6,18,50.0,0.15,118,0,71,223,1236
3D,2,Madhya Pradesh,106,40.8,3,1,47.2,45.3,142,64.8,1.183,272,0,132,131,1236
3A,0,Karnataka,192,171.1,1,1,70.1,55.2,35,33.2,0.583,68,0,18,9,1235
3C,1,Maharashtra,252,149.5,1,1,61.8,64.8,67,129.4,0.744,196,1,151,105,1234
3C,1,Tamil Nadu,335,140.5,0,0,60.0,35.5,4,37.2,0.044,41,0,0,105,1233
3H,4,Tamil Nadu,504,128.1,1,1,95.0,74.2,343,29.0,5.717,459,0,94,55,1233
3H,4,Madhya Pradesh,21,4.0,1,0,80.6,51.8,144,47.6,2.4,334,0,40,125,1232
3A,0,Maharashtra,213,110.3,1,2,61.1,38.2,25,30.5,0.417,56,0,15,20,1232
3C,1,Tamil Nadu,152,90.2,1,1,54.6,50.4,12,79.9,0.133,92,0,54,112,1231
3C,1,Karnataka,28,9.2,0,0,72.5,52.9,45,40.2,0.5,85,0,0,56,1230
3D,2,Andhra Pradesh,110,72.7,1,1,51.0,49.5,112,55.9,0.933,224,1,163,209,1228
3G,3,Uttar Pradesh,146,91.7,1,0,43.4,34.7,108,54.6,1.2,272,1,339,427,1228
3D,2,Gujarat,127,97.8,1,0,73.5,65.1,55,94.6,0.458,244,0,105,131,1225
3C,1,Rajasthan,182,27.8,1,0,52.4,63.7,30,29.7,0.333,60,0,28,118,1225
3H,4,Uttar Pradesh,138,53.4,2,1,36.1,40.9,173,49.3,2.883,370,1,431,481,1225
3D,2,Uttar Pradesh,75,23.4,1,1,72.8,59.6,86,110.3,0.717,307,0,131,95,1224
3H,4,Karnataka,345,55.4,0,0,44.0,42.5,86,27.6,1.433,197,0,27,251,1224
3C,1,Gujarat,139,92.5,0,0,38.3,49.1,56,31.0,0.622,87,1,95,158,1223
3G,3,Karnataka,75,49.5,2,1,64.4,54.1,103,100.9,1.144,406,1,428,382,1223
3H,4,Uttar Pradesh,77,27.5,1,0,39.6,33.1,134,22.7,2.233,225,1,367,562,1223
3E,5,Rajasthan,306,142.7,1,1,60.4,51.0,380,41.3,8.444,586,1,467,346,1223
3D,2,Tamil Nadu,99,70.0,0,0,77.1,55.6,127,86.6,1.058,300,0,58,28,1222
3D,2,Karnataka,138,93.1,1,0,73.9,70.3,80,138.2,0.667,356,1,165,78,1222
3D,2,Tamil Nadu,734,387.7,2,0,40.2,38.2,61,14.4,0.508,90,0,81,261,1221
3E,5,Uttar Pradesh,617,132.0,0,1,56.7,42.9,84,40.0,1.867,284,1,271,452,1220
3G,3,Rajasthan,51,6.2,0,0,59.7,48.3,35,22.4,0.389,102,0,26,284,1219
3C,1,Karnataka,51,45.0,3,1,42.5,41.0,49,108.4,0.544,157,1,313,306,1219
3C,1,Gujarat,85,27.3,0,1,37.3,56.2,50,53.6,0.556,104,1,126,173,1219
3H,4,Tamil Nadu,106,14.1,0,0,77.4,50.1,88,43.5,1.467,262,0,46,204,1218
3A,0,Madhya Pradesh,130,59.2,1,0,31.2,31.9,7,17.7,0.117,25,1,44,79,1218
3G,3,Gujarat,143,3.0,1,1,27.1,46.0,124,31.9,1.378,220,1,481,622,1217
3E,5,Tamil Nadu,105,29.9,2,0,83.5,53.2,139,66.7,3.089,472,0,99,92,1217
3G,3,Gujarat,48,26.8,0,0,43.5,33.1,46,36.1,0.511,154,0,63,269,1217
3C,1,Andhra Pradesh,22,6.6,0,0,89.8,73.2,59,86.9,0.656,146,0,20,24,1217
3D,2,Uttar Pradesh,94,38.8,0,1,58.4,37.5,42,44.8,0.35,132,0,37,175,1216
3D,2,Rajasthan,181,55.8,0,0,38.8,37.8,23,88.5,0.192,200,0,119,189,1216
3D,2,Gujarat,189,62.1,2,1,45.5,29.7,93,55.1,0.775,203,1,324,390,1215
3E,5,Andhra Pradesh,174,159.1,4,1,33.2,45.0,178,62.6,3.956,491,1,648,622,1215
3G,3,Rajasthan,298,93.5,1,0,43.4,43.4,64,58.4,0.711,239,0,160,281,1214
3G,3,Gujarat,249,35.0,1,2,63.0,51.5,27,112.6,0.3,365,1,210,205,1213
3E,5,Uttar Pradesh,38,26.3,2,0,58.3,45.3,47,37.4,1.044,234,0,148,379,1213
3A,0,Madhya Pradesh,177,52.1,2,3,59.2,63.4,37,29.8,0.617,67,0,25,18,1212
3G,3,Gujarat,116,15.2,0,1,51.8,33.9,101,23.5,1.122,171,0,115,304,1212
3H,4,Tamil Nadu,491,123.0,0,0,86.5,72.1,168,68.1,2.8,440,0,104,84,1212
3A,0,Gujarat,325,121.0,1,0,37.5,40.6,20,18.6,0.333,39,0,29,51,1211
3A,0,Uttar Pradesh,311,177.9,0,0,45.1,26.4,16,7.2,0.267,23,0,17,53,1210
3H,4,Madhya Pradesh,360,192.9,0,0,51.2,35.6,76,21.8,1.267,163,1,348,605,1210
3G,3,Gujarat,142,86.0,1,0,28.3,18.8,136,29.6,1.511,225,1,346,481,1210
3D,2,Rajasthan,780,282.0,1,0,34.8,32.9,71,36.8,0.592,145,1,144,270,1208
3A,0,Rajasthan,901,273.3,4,2,34.3,56.3,4,70.0,0.067,74,1,102,88,1207
3H,4,Tamil Nadu,222,156.4,1,0,35.3,45.5,76,24.9,1.267,176,0,63,307,1207
3H,4,Maharashtra,70,3.0,1,0,49.2,40.5,247,40.3,4.117,408,1,311,323,1207
3E,5,Karnataka,134,25.0,1,0,30.8,27.3,149,42.0,3.311,359,1,235,341,1207
3D,2,Karnataka,165,97.1,0,0,59.3,46.9,97,50.8,0.808,199,0,53,125,1205
3C,1,Karnataka,226,25.4,2,0,45.5,43.4,87,11.6,0.967,99,1,238,289,1204
3G,3,Andhra Pradesh,187,52.8,2,0,45.7,47.7,64,93.3,0.711,344,1,393,409,1203
3D,2,Andhra Pradesh,176,10.8,2,0,51.4,56.9,78,59.7,0.65,197,1,185,258,1203
3D,2,Tamil Nadu,75,23.8,1,1,70.1,62.0,98,67.9,0.817,234,0,11,47,1203
3E,5,Uttar Pradesh,68,5.5,0,0,78.3,66.5,124,72.7,2.756,487,0,77,55,1202
3G,3,Maharashtra,544,139.3,0,2,44.9,48.7,146,84.0,1.622,398,1,226,188,1202
3D,2,Uttar Pradesh,130,13.6,0,0,40.9,34.1,155,16.8,1.292,189,1,157,239,1202
3C,1,Gujarat,234,54.7,1,0,77.5,61.5,78,69.8,0.867,148,0,27,29,1201
3D,2,Uttar Pradesh,129,36.0,3,0,47.3,56.2,77,89.8,0.642,257,1,409,422,1201
3D,2,Karnataka,225,79.7,0,0,36.5,52.5,61,37.0,0.508,135,1,181,316,1200
3H,4,Gujarat,267,67.4,0,0,61.8,45.6,38,36.5,0.633,184,0,39,276,1200
3E,5,Gujarat,759,630.1,2,0,23.2,39.2,158,20.4,3.511,260,1,1169,1374,1200
3D,2,Andhra Pradesh,130,17.6,1,0,51.7,45.3,98,75.2,0.817,248,1,336,358,1200
3E,5,Gujarat,133,9.5,6,1,45.1,75.2,281,70.6,6.244,634,1,998,829,1200
3H,4,Uttar Pradesh,51,3.0,1,0,84.9,62.3,184,31.6,3.067,310,0,17,127,1200
3G,3,Gujarat,58,24.0,0,1,86.4,55.3,60,107.8,0.667,383,0,114,91,1200
3A,0,Madhya Pradesh,141,29.3,0,0,53.1,24.4,10,6.5,0.167,17,0,1,45,1199
3A,0,Tamil Nadu,458,175.4,1,1,38.2,31.9,17,16.2,0.283,33,1,49,76,1197
3H,4,Tamil Nadu,229,9.4,1,2,75.0,64.5,275,70.5,4.583,557,1,269,131,1197
